from_chunk,to_chunk,similarity,relation,shared_programs,from_cluster,to_cluster,from_title,to_title
946-0,957-0,0.954,other_document,,29,29,"Integração GS1 (EPRO107) — utilizar este modelo, tratar o erro, apresenta ao gerar","Prima Couro / Fornecedor (CFAB101) — utilizar este modelo, ocorre ao tentar, tratar erro"
946-0,937-0,0.953,other_document,,29,29,"Integração GS1 (EPRO107) — utilizar este modelo, tratar o erro, apresenta ao gerar","Encerramento de Ordem de Fabricação (CFAB1) — insuficiente no estoque, aparentemente indevida, nfs foi gerada"
946-0,930-5,0.952,other_document,,29,29,"Integração GS1 (EPRO107) — utilizar este modelo, tratar o erro, apresenta ao gerar","FATU22 — utilizar este modelo, gera faturamento tmp, login user senha"
946-1,957-0,0.954,other_document,,29,29,"Posição Financeira (VEND31) — enter podemos ver, cnpj cpf, permite pesquisa","Prima Couro / Fornecedor (CFAB101) — utilizar este modelo, ocorre ao tentar, tratar erro"
946-1,943-7,0.945,other_document,,29,29,"Posição Financeira (VEND31) — enter podemos ver, cnpj cpf, permite pesquisa","ESTÁ MOSTRANDO O RÓTULO FILHO Rotina (PEDI26) — relatório por sequência, utilizar este modelo, totalmente faturado"
946-1,939-0,0.944,other_document,,29,29,"Posição Financeira (VEND31) — enter podemos ver, cnpj cpf, permite pesquisa",Gera Nota Fiscal T alão (FATU74) — Pesquisando o pedido 1055 que tem 4 itens: 1. 2311 / 3039
946-1,958-0,0.943,other_document,,29,29,"Posição Financeira (VEND31) — enter podemos ver, cnpj cpf, permite pesquisa","Log Consulta (ADMI230) — trazendo os dados, utilizar este modelo, ocorrências vinculadas"
946-1,945-0,0.942,other_document,,29,29,"Posição Financeira (VEND31) — enter podemos ver, cnpj cpf, permite pesquisa",Liberação Comercial Detalhada (VEND100) — PEDIDO-xxxxx (Padrão) (1) 1. Objetivo
946-2,986-7,0.942,other_document,ADMI265 VEND31,77,77,ADMI265 — Detalhamento do Teste,"ADMI265 — e-mail está correto, modificar para envio, documentos a vencer"
946-2,986-5,0.940,other_document,ADMI265 VEND31,77,77,ADMI265 — Detalhamento do Teste,"ADMI163 — modificar para envio, parâmetros de atribuição, documentos vencidos"
946-2,987-0,0.940,other_document,ADMI265 VEND31,77,77,ADMI265 — Detalhamento do Teste,ADMI163 — Imagens inseridas: Utilizado o seguinte filtro no programa VEND31
946-2,957-6,0.935,other_document,,77,29,ADMI265 — Detalhamento do Teste,"CEXT84 — nova data reprogramada, planejamento receber e-mail, adiciona uma validação"
946-2,986-6,0.934,other_document,ADMI265 VEND31,77,77,ADMI265 — Detalhamento do Teste,"ADMI163 — campos: Geral, Identificação, Imagens"
946-3,946-4,0.971,same_topic,PEDI1 VEND31,-1,30,Pedido de Venda (PEDI1) — E na aba de ‘’Pedidos’’ traz os pedidos que ainda estariam em fabricação e que,"Pedido de Venda (PEDI1) — visualizar que ele, vencidos à vencer, analisar o motivo"
946-3,960-1,0.947,other_document,,-1,-1,Pedido de Venda (PEDI1) — E na aba de ‘’Pedidos’’ traz os pedidos que ainda estariam em fabricação e que,"Emissão de OF (CFAB7) — marcada justificativa inserida, autorização foi enviado, relatório a partir"
946-3,917-2,0.944,other_document,,-1,30,Pedido de Venda (PEDI1) — E na aba de ‘’Pedidos’’ traz os pedidos que ainda estariam em fabricação e que,"Liberação Pedidos Faturamento (PEDI4) — utilizando o filtro, pdf gerado, criado carrinho"
946-3,920-2,0.944,other_document,,-1,30,Pedido de Venda (PEDI1) — E na aba de ‘’Pedidos’’ traz os pedidos que ainda estariam em fabricação e que,"Emissão de OF (CFAB7) — relatório a partir, informado o produto, estoque se encontra"
946-3,932-3,0.943,other_document,,-1,30,Pedido de Venda (PEDI1) — E na aba de ‘’Pedidos’’ traz os pedidos que ainda estariam em fabricação e que,Pessoas Físicas/Jurídicas (ADMI34) — Pedido Data Cadastro
946-4,946-3,0.971,same_topic,PEDI1 VEND31,30,-1,"Pedido de Venda (PEDI1) — visualizar que ele, vencidos à vencer, analisar o motivo",Pedido de Venda (PEDI1) — E na aba de ‘’Pedidos’’ traz os pedidos que ainda estariam em fabricação e que
946-4,920-2,0.953,other_document,,30,30,"Pedido de Venda (PEDI1) — visualizar que ele, vencidos à vencer, analisar o motivo","Emissão de OF (CFAB7) — relatório a partir, informado o produto, estoque se encontra"
946-4,919-0,0.950,other_document,,30,30,"Pedido de Venda (PEDI1) — visualizar que ele, vencidos à vencer, analisar o motivo",FATU79 — Quantidade informada: 631 / 3039
946-4,941-3,0.945,other_document,PEDI44,30,29,"Pedido de Venda (PEDI1) — visualizar que ele, vencidos à vencer, analisar o motivo","Manutenção de Pedidos (PEDI133) — manutenção de pedidos, atualiza planejamento, pegada login user"
946-4,937-3,0.943,other_document,,30,30,"Pedido de Venda (PEDI1) — visualizar que ele, vencidos à vencer, analisar o motivo","Encerramento de Ordem de Fabricação (CFAB1) — 3- T este com os processos do pegada, criado o pedido"
947-0,948-7,0.952,other_document,,29,29,"Venda (EPRO61) — mídia auxiliar, nosso produto, tratar produtos","Cadastro de Usuários (ADMI260) — produtos de mídia, utilizar este modelo, criar dois novos"
947-0,947-1,0.920,same_topic,EPRO61,29,29,"Venda (EPRO61) — mídia auxiliar, nosso produto, tratar produtos","EPRO111 — utilizar este modelo, perda do produto, duplicar ctrl"
947-0,948-0,0.910,other_document,,29,29,"Venda (EPRO61) — mídia auxiliar, nosso produto, tratar produtos","Estruturação de Produto (EPRO15) — Em uma nova linha, buscando na aba de produtos que esta em branco e"
947-0,925-6,0.909,other_document,,29,29,"Venda (EPRO61) — mídia auxiliar, nosso produto, tratar produtos","clico em gerar, agrupamento produto, mês ano"
947-0,951-2,0.908,other_document,,29,29,"Venda (EPRO61) — mídia auxiliar, nosso produto, tratar produtos","Geração e Abast (MPSP46) — utilizar este modelo, inserir um material, lado da validação"
947-1,949-0,0.936,other_document,,29,29,"EPRO111 — utilizar este modelo, perda do produto, duplicar ctrl","Transferência entre Localização (ESTO23) — utilizar este modelo, transferência entre localização, nenhum documento"
947-1,948-1,0.928,other_document,,29,29,"EPRO111 — utilizar este modelo, perda do produto, duplicar ctrl","Estruturação de Produto (EPRO15) — percentual de perca, insumo liq prod, nosso produto"
947-1,940-2,0.928,other_document,,29,29,"EPRO111 — utilizar este modelo, perda do produto, duplicar ctrl",Relatório Eficiência (PREC18) — Acesso Base - Desenv. Login - User - Senha - 3. Solicitações
947-1,947-2,0.928,same_topic,EPRO58,29,29,"EPRO111 — utilizar este modelo, perda do produto, duplicar ctrl","EPRO105 — tempo pós cálculo, fpv em materiais, utilizar este modelo"
947-1,932-5,0.928,other_document,,29,29,"EPRO111 — utilizar este modelo, perda do produto, duplicar ctrl","ADMI10 — utilizar este modelo, possível encontrar, produto ferramental"
947-2,945-0,0.945,other_document,,29,29,"EPRO105 — tempo pós cálculo, fpv em materiais, utilizar este modelo",Liberação Comercial Detalhada (VEND100) — PEDIDO-xxxxx (Padrão) (1) 1. Objetivo
947-2,943-6,0.944,other_document,,29,29,"EPRO105 — tempo pós cálculo, fpv em materiais, utilizar este modelo","Nota Fiscal de Saída (FATU2) — ajustar na base, motivo de erro, pedidos agrupados"
947-2,943-5,0.944,other_document,,29,29,"EPRO105 — tempo pós cálculo, fpv em materiais, utilizar este modelo","CEXT24 — exige recurso destino, realizar a liberação, liberado estando"
947-2,939-0,0.944,other_document,,29,29,"EPRO105 — tempo pós cálculo, fpv em materiais, utilizar este modelo",Gera Nota Fiscal T alão (FATU74) — Pesquisando o pedido 1055 que tem 4 itens: 1. 2311 / 3039
947-2,949-0,0.943,other_document,,29,29,"EPRO105 — tempo pós cálculo, fpv em materiais, utilizar este modelo","Transferência entre Localização (ESTO23) — utilizar este modelo, transferência entre localização, nenhum documento"
947-3,947-4,0.951,same_topic,EPRO105 PREC7,29,29,"EPRO105 — massa de informações, permitindo ao usuário, módulo manufatura","EPRO105 — tempo pós cálculo, fpv em materiais, acesso a ele"
947-3,948-6,0.933,other_document,,29,29,"EPRO105 — massa de informações, permitindo ao usuário, módulo manufatura","EPRO114 — alterar o material, bloquear a venda, conjuntos materiais"
947-3,949-5,0.932,other_document,,29,29,"EPRO105 — massa de informações, permitindo ao usuário, módulo manufatura","Estruturação de Produto (EPRO15) — ocorrência de inserção, cálculo no fpv, produto com aprovação"
947-3,948-4,0.930,other_document,,29,29,"EPRO105 — massa de informações, permitindo ao usuário, módulo manufatura","Estruturação de Produto (EPRO15) — Compra, mas"
947-3,948-1,0.930,other_document,,29,29,"EPRO105 — massa de informações, permitindo ao usuário, módulo manufatura","Estruturação de Produto (EPRO15) — percentual de perca, insumo liq prod, nosso produto"
947-4,949-5,0.953,other_document,,29,29,"EPRO105 — tempo pós cálculo, fpv em materiais, acesso a ele","Estruturação de Produto (EPRO15) — ocorrência de inserção, cálculo no fpv, produto com aprovação"
947-4,947-3,0.951,same_topic,EPRO105 PREC7,29,29,"EPRO105 — tempo pós cálculo, fpv em materiais, acesso a ele","EPRO105 — massa de informações, permitindo ao usuário, módulo manufatura"
947-4,927-4,0.932,other_document,,29,71,"EPRO105 — tempo pós cálculo, fpv em materiais, acesso a ele",Estruturação de Produto (EPRO15) — Login - User - Senha - 3. Solicitações
947-4,948-6,0.931,other_document,,29,29,"EPRO105 — tempo pós cálculo, fpv em materiais, acesso a ele","EPRO114 — alterar o material, bloquear a venda, conjuntos materiais"
947-4,979-1,0.930,other_document,,29,29,"EPRO105 — tempo pós cálculo, fpv em materiais, acesso a ele","Materiais e Controle de Ordem de Fabricação (ESTO112) — operação de exportação, futuro para venda, excluído no aparece"
948-0,997-3,0.934,other_document,,29,29,"Estruturação de Produto (EPRO15) — Em uma nova linha, buscando na aba de produtos que esta em branco e","Cópia de Ordem de Fabricação (CFAB59) — campos: Qtd, Unidade, Qtd Secundária"
948-0,948-3,0.931,same_topic,EPRO15 EPRO39,29,29,"Estruturação de Produto (EPRO15) — Em uma nova linha, buscando na aba de produtos que esta em branco e","Estruturação de Produto (EPRO15) — insumo liq, percentual de perda, sempre que informado"
948-0,972-2,0.928,other_document,,29,-1,"Estruturação de Produto (EPRO15) — Em uma nova linha, buscando na aba de produtos que esta em branco e","Cópia de Ordem de Fabricação (CFAB59) — baixa dos materiais, status para baixado, sistema não muda"
948-0,968-2,0.925,other_document,,29,29,"Estruturação de Produto (EPRO15) — Em uma nova linha, buscando na aba de produtos que esta em branco e","CUST20 — estoque fica divergente, materiais no relatório, filtro de localização"
948-0,950-4,0.925,other_document,,29,29,"Estruturação de Produto (EPRO15) — Em uma nova linha, buscando na aba de produtos que esta em branco e",Relatório Posição Estoque (ESTO13) — Detalhamento do Teste
948-1,948-2,0.983,same_topic,EPRO15 EPRO39,29,29,"Estruturação de Produto (EPRO15) — percentual de perca, insumo liq prod, nosso produto","Estruturação de Produto (EPRO15) — insumo liq, percentual de perca, nosso produto"
948-1,948-3,0.970,same_topic,EPRO15 EPRO39,29,29,"Estruturação de Produto (EPRO15) — percentual de perca, insumo liq prod, nosso produto","Estruturação de Produto (EPRO15) — insumo liq, percentual de perda, sempre que informado"
948-1,984-3,0.941,other_document,EPRO15 EPRO39,29,29,"Estruturação de Produto (EPRO15) — percentual de perca, insumo liq prod, nosso produto","ADMI125 — insumo líq prod, utilizados os mesmos, cadastrado com atributo"
948-1,83-23,0.932,other_document,EPRO15 EPRO39,29,-1,"Estruturação de Produto (EPRO15) — percentual de perca, insumo liq prod, nosso produto","Melhorias na alteração e cadastro de insumos (EPRO39) — Evoluir para que, ao realizar qualquer alteração pelo EPRO39, sejam alterados no EPRO15…"
948-1,947-3,0.930,other_document,,29,29,"Estruturação de Produto (EPRO15) — percentual de perca, insumo liq prod, nosso produto","EPRO105 — massa de informações, permitindo ao usuário, módulo manufatura"
948-2,948-1,0.983,same_topic,EPRO15 EPRO39,29,29,"Estruturação de Produto (EPRO15) — insumo liq, percentual de perca, nosso produto","Estruturação de Produto (EPRO15) — percentual de perca, insumo liq prod, nosso produto"
948-2,948-3,0.979,same_topic,EPRO15 EPRO39,29,29,"Estruturação de Produto (EPRO15) — insumo liq, percentual de perca, nosso produto","Estruturação de Produto (EPRO15) — insumo liq, percentual de perda, sempre que informado"
948-2,984-3,0.939,other_document,EPRO15 EPRO39,29,29,"Estruturação de Produto (EPRO15) — insumo liq, percentual de perca, nosso produto","ADMI125 — insumo líq prod, utilizados os mesmos, cadastrado com atributo"
948-2,83-23,0.930,other_document,EPRO15 EPRO39,29,-1,"Estruturação de Produto (EPRO15) — insumo liq, percentual de perca, nosso produto","Melhorias na alteração e cadastro de insumos (EPRO39) — Evoluir para que, ao realizar qualquer alteração pelo EPRO39, sejam alterados no EPRO15…"
948-2,83-9,0.926,other_document,EPRO39,29,29,"Estruturação de Produto (EPRO15) — insumo liq, percentual de perca, nosso produto",Melhorias na alteração e cadastro de insumos (EPRO39) — % PERDA NAO CONSIDERADO QUANDO ALTERADO INSUMO
948-3,948-2,0.979,same_topic,EPRO15 EPRO39,29,29,"Estruturação de Produto (EPRO15) — insumo liq, percentual de perda, sempre que informado","Estruturação de Produto (EPRO15) — insumo liq, percentual de perca, nosso produto"
948-3,948-1,0.970,same_topic,EPRO15 EPRO39,29,29,"Estruturação de Produto (EPRO15) — insumo liq, percentual de perda, sempre que informado","Estruturação de Produto (EPRO15) — percentual de perca, insumo liq prod, nosso produto"
948-3,984-3,0.943,other_document,EPRO15 EPRO39,29,29,"Estruturação de Produto (EPRO15) — insumo liq, percentual de perda, sempre que informado","ADMI125 — insumo líq prod, utilizados os mesmos, cadastrado com atributo"
948-3,948-0,0.931,same_topic,EPRO15 EPRO39,29,29,"Estruturação de Produto (EPRO15) — insumo liq, percentual de perda, sempre que informado","Estruturação de Produto (EPRO15) — Em uma nova linha, buscando na aba de produtos que esta em branco e"
948-3,83-23,0.929,other_document,EPRO15 EPRO39,29,-1,"Estruturação de Produto (EPRO15) — insumo liq, percentual de perda, sempre que informado","Melhorias na alteração e cadastro de insumos (EPRO39) — Evoluir para que, ao realizar qualquer alteração pelo EPRO39, sejam alterados no EPRO15…"
948-4,947-3,0.930,other_document,,29,29,"Estruturação de Produto (EPRO15) — Compra, mas","EPRO105 — massa de informações, permitindo ao usuário, módulo manufatura"
948-4,949-5,0.930,other_document,EPRO15,29,29,"Estruturação de Produto (EPRO15) — Compra, mas","Estruturação de Produto (EPRO15) — ocorrência de inserção, cálculo no fpv, produto com aprovação"
948-4,949-6,0.929,other_document,EPRO15,29,29,"Estruturação de Produto (EPRO15) — Compra, mas","Estruturação de Produto (EPRO15) — aprovação de custos, perda insumos líq, material do semi-acabado"
948-4,921-2,0.927,other_document,,29,-1,"Estruturação de Produto (EPRO15) — Compra, mas","Plano de Necessidades de Compras (COMP13) — estoque do material, gerada e confirmada, utilizado no ponto"
948-4,984-3,0.926,other_document,EPRO15 EPRO39,29,29,"Estruturação de Produto (EPRO15) — Compra, mas","ADMI125 — insumo líq prod, utilizados os mesmos, cadastrado com atributo"
